"species","family","class","included_in_analysis"
"Abrocoma_budini","Didelphidae","Mammalia",TRUE
"Abrocoma_cinerea","Didelphidae","Mammalia",TRUE
"Abrocoma_famatina","Didelphidae","Mammalia",TRUE
"Abrocoma_shistacea","Didelphidae","Mammalia",TRUE
"Abrocoma_uspallata","Didelphidae","Mammalia",TRUE
"Abrocoma_vaccarum","Didelphidae","Mammalia",TRUE
"Abrothrix_andinus","Didelphidae","Mammalia",TRUE
"Abrothrix_hershkovitzi","Didelphidae","Mammalia",FALSE
"Abrothrix_illuteus","Didelphidae","Mammalia",TRUE
"Abrothrix_jelskii","Didelphidae","Mammalia",TRUE
"Abrothrix_lanosus","Didelphidae","Mammalia",TRUE
"Abrothrix_longipilis","Didelphidae","Mammalia",TRUE
"Abrothrix_markhami","Didelphidae","Mammalia",FALSE
"Abrothrix_olivaceus","Didelphidae","Mammalia",TRUE
"Abrothrix_sanborni","Didelphidae","Mammalia",TRUE
"Aconaemys_fuscus","Didelphidae","Mammalia",TRUE
"Aconaemys_porteri","Didelphidae","Mammalia",TRUE
"Aconaemys_sagei","Didelphidae","Mammalia",TRUE
"Aegialomys_galapagoensis","Cricetidae","Mammalia",FALSE
"Aegialomys_xanthaeolus","Cricetidae","Mammalia",FALSE
"Aepeomys_lugens","Didelphidae","Mammalia",TRUE
"Aepeomys_reigi","Didelphidae","Mammalia",TRUE
"Akodon_aerosus","Didelphidae","Mammalia",TRUE
"Akodon_affinis","Didelphidae","Mammalia",TRUE
"Akodon_albiventer","Didelphidae","Mammalia",TRUE
"Akodon_aliquantulus","Didelphidae","Mammalia",TRUE
"Akodon_azarae","Didelphidae","Mammalia",TRUE
"Akodon_bogotensis","Didelphidae","Mammalia",TRUE
"Akodon_boliviensis","Didelphidae","Mammalia",TRUE
"Akodon_budini","Didelphidae","Mammalia",TRUE
"Akodon_cursor","Didelphidae","Mammalia",TRUE
"Akodon_dayi","Didelphidae","Mammalia",TRUE
"Akodon_dolores","Didelphidae","Mammalia",TRUE
"Akodon_fumeus","Didelphidae","Mammalia",TRUE
"Akodon_iniscatus","Didelphidae","Mammalia",TRUE
"Akodon_juninensis","Didelphidae","Mammalia",TRUE
"Akodon_kofordi","Didelphidae","Mammalia",TRUE
"Akodon_latebricola","Didelphidae","Mammalia",TRUE
"Akodon_leucolimnaeus","Didelphidae","Mammalia",TRUE
"Akodon_lindberghi","Didelphidae","Mammalia",TRUE
"Akodon_lutescens","Didelphidae","Mammalia",TRUE
"Akodon_mimus","Didelphidae","Mammalia",TRUE
"Akodon_molinae","Didelphidae","Mammalia",TRUE
"Akodon_mollis","Didelphidae","Mammalia",TRUE
"Akodon_montensis","Didelphidae","Mammalia",TRUE
"Akodon_mystax","Didelphidae","Mammalia",TRUE
"Akodon_neocenus","Didelphidae","Mammalia",TRUE
"Akodon_oenos","Didelphidae","Mammalia",TRUE
"Akodon_orophilus","Didelphidae","Mammalia",TRUE
"Akodon_paranaensis","Didelphidae","Mammalia",TRUE
"Akodon_pervalens","Didelphidae","Mammalia",TRUE
"Akodon_philipmyersi","Cricetidae","Mammalia",FALSE
"Akodon_reigi","Didelphidae","Mammalia",TRUE
"Akodon_sanctipaulensis","Didelphidae","Mammalia",TRUE
"Akodon_serrensis","Didelphidae","Mammalia",TRUE
"Akodon_siberiae","Didelphidae","Mammalia",TRUE
"Akodon_simulator","Didelphidae","Mammalia",TRUE
"Akodon_spegazzinii","Didelphidae","Mammalia",TRUE
"Akodon_subfuscus","Didelphidae","Mammalia",TRUE
"Akodon_surdus","Didelphidae","Mammalia",TRUE
"Akodon_sylvanus","Didelphidae","Mammalia",TRUE
"Akodon_toba","Didelphidae","Mammalia",TRUE
"Akodon_torques","Didelphidae","Mammalia",TRUE
"Akodon_varius","Didelphidae","Mammalia",TRUE
"Alces_americanus","Didelphidae","Mammalia",TRUE
"Alouatta_arctoidea","Atelidae","Mammalia",FALSE
"Alouatta_belzebul","Didelphidae","Mammalia",TRUE
"Alouatta_caraya","Didelphidae","Mammalia",TRUE
"Alouatta_discolor","Atelidae","Mammalia",FALSE
"Alouatta_guariba","Didelphidae","Mammalia",TRUE
"Alouatta_juara","Atelidae","Mammalia",FALSE
"Alouatta_macconnelli","Didelphidae","Mammalia",TRUE
"Alouatta_palliata","Didelphidae","Mammalia",TRUE
"Alouatta_pigra","Didelphidae","Mammalia",TRUE
"Alouatta_puruensis","Atelidae","Mammalia",FALSE
"Alouatta_sara","Didelphidae","Mammalia",TRUE
"Alouatta_ululata","Atelidae","Mammalia",FALSE
"Alticola_lemminus","Didelphidae","Mammalia",FALSE
"Ametrida_centurio","Caenolestidae","Mammalia",TRUE
"Ammospermophilus_harrisii","Caenolestidae","Mammalia",TRUE
"Ammospermophilus_interpres","Caenolestidae","Mammalia",TRUE
"Ammospermophilus_leucurus","Caenolestidae","Mammalia",TRUE
"Ammospermophilus_nelsoni","Caenolestidae","Mammalia",TRUE
"Amphinectomys_savamis","Caenolestidae","Mammalia",TRUE
"Andalgalomys_olrogi","Microbiotheriidae","Mammalia",TRUE
"Andalgalomys_pearsoni","Dasypodidae","Mammalia",TRUE
"Andinomys_edax","Dasypodidae","Mammalia",TRUE
"Anoura_caudifer","Dasypodidae","Mammalia",TRUE
"Anoura_cultrata","Dasypodidae","Mammalia",TRUE
"Anoura_fistulata","Phyllostomidae","Mammalia",FALSE
"Anoura_geoffroyi","Dasypodidae","Mammalia",TRUE
"Anoura_latidens","Dasypodidae","Mammalia",TRUE
"Anoura_luismanueli","Dasypodidae","Mammalia",TRUE
"Antilocapra_americana","Dasypodidae","Mammalia",TRUE
"Antrozous_pallidus","Dasypodidae","Mammalia",TRUE
"Aotus_brumbacki","Aotidae","Mammalia",FALSE
"Aotus_griseimembra","Aotidae","Mammalia",FALSE
"Aotus_jorgehernandezi","Aotidae","Mammalia",FALSE
"Aotus_lemurinus","Dasypodidae","Mammalia",TRUE
"Aotus_miconax","Dasypodidae","Mammalia",TRUE
"Aotus_nancymaae","Dasypodidae","Mammalia",TRUE
"Aotus_nigriceps","Dasypodidae","Mammalia",TRUE
"Aotus_trivirgatus","Dasypodidae","Mammalia",TRUE
"Aotus_vociferans","Dasypodidae","Mammalia",TRUE
"Aotus_zonalis","Aotidae","Mammalia",FALSE
"Aplodontia_rufa","Dasypodidae","Mammalia",TRUE
"Apodemus_sylvaticus","Dasypodidae","Mammalia",TRUE
"Arborimus_albipes","Dasypodidae","Mammalia",TRUE
"Arborimus_longicaudus","Dasypodidae","Mammalia",TRUE
"Arborimus_pomo","Dasypodidae","Mammalia",TRUE
"Ardops_nichollsi","Dasypodidae","Mammalia",FALSE
"Ariteus_flavescens","Bradypodidae","Mammalia",TRUE
"Artibeus_amplus","Bradypodidae","Mammalia",TRUE
"Artibeus_anderseni","Bradypodidae","Mammalia",TRUE
"Artibeus_aztecus","Bradypodidae","Mammalia",TRUE
"Artibeus_cinereus","Megalonychidae","Mammalia",TRUE
"Artibeus_concolor","Megalonychidae","Mammalia",TRUE
"Artibeus_fimbriatus","Cyclopedidae","Mammalia",TRUE
"Artibeus_fraterculus","Myrmecophagidae","Mammalia",TRUE
"Artibeus_gnomus","Phyllostomidae","Mammalia",FALSE
"Artibeus_hirsutus","Myrmecophagidae","Mammalia",TRUE
"Artibeus_inopinatus","Cebidae","Mammalia",TRUE
"Artibeus_jamaicensis","Cebidae","Mammalia",TRUE
"Artibeus_lituratus","Cebidae","Mammalia",TRUE
"Artibeus_obscurus","Cebidae","Mammalia",TRUE
"Artibeus_planirostris","Phyllostomidae","Mammalia",FALSE
"Artibeus_rosenbergii","Phyllostomidae","Mammalia",FALSE
"Artibeus_toltecus","Cebidae","Mammalia",TRUE
"Artibeus_watsoni","Cebidae","Mammalia",TRUE
"Ateles_belzebuth","Cebidae","Mammalia",TRUE
"Ateles_chamek","Cebidae","Mammalia",TRUE
"Ateles_fusciceps","Cebidae","Mammalia",TRUE
"Ateles_geoffroyi","Cebidae","Mammalia",TRUE
"Ateles_hybridus","Cebidae","Mammalia",TRUE
"Ateles_marginatus","Cebidae","Mammalia",TRUE
"Ateles_paniscus","Cebidae","Mammalia",TRUE
"Atelocynus_microtis","Cebidae","Mammalia",TRUE
"Auliscomys_boliviensis","Cebidae","Mammalia",TRUE
"Auliscomys_pictus","Cebidae","Mammalia",TRUE
"Auliscomys_sublimis","Cebidae","Mammalia",TRUE
"Baiomys_musculus","Cebidae","Mammalia",TRUE
"Baiomys_taylori","Cebidae","Mammalia",TRUE
"Balantiopteryx_infusca","Cebidae","Mammalia",TRUE
"Balantiopteryx_io","Cebidae","Mammalia",TRUE
"Balantiopteryx_plicata","Cebidae","Mammalia",TRUE
"Bassaricyon_alleni","Cebidae","Mammalia",TRUE
"Bassaricyon_beddardi","Cebidae","Mammalia",TRUE
"Bassaricyon_gabbii","Cebidae","Mammalia",TRUE
"Bassaricyon_lasius","Cebidae","Mammalia",TRUE
"Bassaricyon_pauli","Cebidae","Mammalia",FALSE
"Bassariscus_astutus","Cebidae","Mammalia",TRUE
"Bassariscus_sumichrasti","Cebidae","Mammalia",TRUE
"Bauerus_dubiaquercus","Cebidae","Mammalia",FALSE
"Bibimys_chacoensis","Cebidae","Mammalia",TRUE
"Bibimys_labiosus","Cebidae","Mammalia",TRUE
"Bibimys_torresi","Cebidae","Mammalia",TRUE
"Bison_bison","Cebidae","Mammalia",TRUE
"Blarina_brevicauda","Cebidae","Mammalia",TRUE
"Blarina_carolinensis","Cebidae","Mammalia",TRUE
"Blarina_hylophaga","Atelidae","Mammalia",TRUE
"Blarinomys_breviceps","Atelidae","Mammalia",TRUE
"Blastocerus_dichotomus","Atelidae","Mammalia",TRUE
"Brachylagus_idahoensis","Atelidae","Mammalia",TRUE
"Brachyphylla_cavernarum","Atelidae","Mammalia",FALSE
"Brachyphylla_nana","Atelidae","Mammalia",TRUE
"Brachyteles_arachnoides","Atelidae","Mammalia",TRUE
"Brachyteles_hypoxanthus","Atelidae","Mammalia",TRUE
"Bradypus_pygmaeus","Atelidae","Mammalia",TRUE
"Bradypus_torquatus","Atelidae","Mammalia",TRUE
"Bradypus_tridactylus","Atelidae","Mammalia",TRUE
"Bradypus_variegatus","Atelidae","Mammalia",TRUE
"Cabassous_centralis","Atelidae","Mammalia",TRUE
"Cabassous_chacoensis","Atelidae","Mammalia",TRUE
"Cabassous_tatouay","Atelidae","Mammalia",TRUE
"Cabassous_unicinctus","Atelidae","Mammalia",TRUE
"Cacajao_ayresi","Pitheciidae","Mammalia",FALSE
"Cacajao_calvus","Atelidae","Mammalia",TRUE
"Cacajao_hosomi","Pitheciidae","Mammalia",FALSE
"Caenolestes_caniventer","Atelidae","Mammalia",TRUE
"Caenolestes_condorensis","Atelidae","Mammalia",TRUE
"Caenolestes_convelatus","Atelidae","Mammalia",TRUE
"Caenolestes_fuliginosus","Aotidae","Mammalia",TRUE
"Callibella_humilis","Callitrichidae","Mammalia",FALSE
"Callicebus_aureipalatii","Pitheciidae","Mammalia",FALSE
"Callicebus_baptista","Aotidae","Mammalia",TRUE
"Callicebus_barbarabrownae","Aotidae","Mammalia",TRUE
"Callicebus_bernhardi","Aotidae","Mammalia",TRUE
"Callicebus_brunneus","Aotidae","Mammalia",TRUE
"Callicebus_caligatus","Aotidae","Mammalia",TRUE
"Callicebus_caquetensis","Pitheciidae","Mammalia",FALSE
"Callicebus_cinerascens","Pitheciidae","Mammalia",TRUE
"Callicebus_coimbrai","Pitheciidae","Mammalia",TRUE
"Callicebus_cupreus","Pitheciidae","Mammalia",TRUE
"Callicebus_discolor","Pitheciidae","Mammalia",TRUE
"Callicebus_donacophilus","Pitheciidae","Mammalia",TRUE
"Callicebus_dubius","Pitheciidae","Mammalia",TRUE
"Callicebus_hoffmannsi","Pitheciidae","Mammalia",TRUE
"Callicebus_lucifer","Pitheciidae","Mammalia",TRUE
"Callicebus_lugens","Pitheciidae","Mammalia",TRUE
"Callicebus_medemi","Pitheciidae","Mammalia",TRUE
"Callicebus_melanochir","Pitheciidae","Mammalia",TRUE
"Callicebus_modestus","Pitheciidae","Mammalia",TRUE
"Callicebus_moloch","Pitheciidae","Mammalia",TRUE
"Callicebus_nigrifrons","Pitheciidae","Mammalia",TRUE
"Callicebus_oenanthe","Pitheciidae","Mammalia",TRUE
"Callicebus_olallae","Pitheciidae","Mammalia",TRUE
"Callicebus_ornatus","Pitheciidae","Mammalia",TRUE
"Callicebus_pallescens","Pitheciidae","Mammalia",TRUE
"Callicebus_personatus","Pitheciidae","Mammalia",TRUE
"Callicebus_purinus","Pitheciidae","Mammalia",TRUE
"Callicebus_regulus","Pitheciidae","Mammalia",TRUE
"Callicebus_stephennashi","Pitheciidae","Mammalia",TRUE
"Callicebus_torquatus","Pitheciidae","Mammalia",TRUE
"Callimico_goeldii","Pitheciidae","Mammalia",TRUE
"Callithrix_aurita","Callitrichidae","Mammalia",TRUE
"Callithrix_flaviceps","Callitrichidae","Mammalia",TRUE
"Callithrix_geoffroyi","Callitrichidae","Mammalia",TRUE
"Callithrix_jacchus","Callitrichidae","Mammalia",TRUE
"Callithrix_kuhlii","Callitrichidae","Mammalia",TRUE
"Callithrix_penicillata","Callitrichidae","Mammalia",TRUE
"Calomys_boliviae","Pitheciidae","Mammalia",TRUE
"Calomys_callidus","Pitheciidae","Mammalia",TRUE
"Calomys_callosus","Pitheciidae","Mammalia",TRUE
"Calomys_expulsus","Pitheciidae","Mammalia",TRUE
"Calomys_fecundus","Cricetidae","Mammalia",FALSE
"Calomys_hummelincki","Pitheciidae","Mammalia",TRUE
"Calomys_laucha","Aplodontiidae","Mammalia",TRUE
"Calomys_lepidus","Sciuridae","Mammalia",TRUE
"Calomys_musculinus","Sciuridae","Mammalia",TRUE
"Calomys_sorellus","Sciuridae","Mammalia",TRUE
"Calomys_tener","Sciuridae","Mammalia",TRUE
"Calomys_tocantinsi","Sciuridae","Mammalia",TRUE
"Calomys_venustus","Sciuridae","Mammalia",TRUE
"Caluromys_derbianus","Sciuridae","Mammalia",TRUE
"Caluromys_lanatus","Sciuridae","Mammalia",TRUE
"Caluromys_philander","Sciuridae","Mammalia",TRUE
"Caluromysiops_irrupta","Sciuridae","Mammalia",TRUE
"Calyptophractus_retusus","Sciuridae","Mammalia",TRUE
"Canis_latrans","Sciuridae","Mammalia",TRUE
"Canis_lupus","Sciuridae","Mammalia",TRUE
"Canis_rufus","Canidae","Mammalia",FALSE
"Capromys_pilorides","Sciuridae","Mammalia",TRUE
"Carollia_brevicauda","Sciuridae","Mammalia",TRUE
"Carollia_castanea","Sciuridae","Mammalia",TRUE
"Carollia_manu","Phyllostomidae","Mammalia",FALSE
"Carollia_perspicillata","Sciuridae","Mammalia",TRUE
"Carollia_sowelli","Sciuridae","Mammalia",TRUE
"Carollia_subrufa","Sciuridae","Mammalia",TRUE
"Castor_canadensis","Sciuridae","Mammalia",TRUE
"Catagonus_wagneri","Sciuridae","Mammalia",TRUE
"Cavia_aperea","Sciuridae","Mammalia",TRUE
"Cavia_fulgida","Sciuridae","Mammalia",TRUE
"Cavia_intermedia","Sciuridae","Mammalia",TRUE
"Cavia_magna","Sciuridae","Mammalia",TRUE
"Cavia_tschudii","Sciuridae","Mammalia",TRUE
"Cebus_apella","Sciuridae","Mammalia",TRUE
"Cebus_cay","Cebidae","Mammalia",FALSE
"Cebus_flavius","Cebidae","Mammalia",FALSE
"Cebus_kaapori","Sciuridae","Mammalia",TRUE
"Cebus_libidinosus","Sciuridae","Mammalia",TRUE
"Cebus_macrocephalus","Cebidae","Mammalia",FALSE
"Cebus_nigritus","Sciuridae","Mammalia",TRUE
"Cebus_robustus","Cebidae","Mammalia",FALSE
"Cebus_xanthosternos","Sciuridae","Mammalia",TRUE
"Centronycteris_centralis","Sciuridae","Mammalia",TRUE
"Centronycteris_maximiliani","Sciuridae","Mammalia",TRUE
"Centurio_senex","Sciuridae","Mammalia",TRUE
"Cerdocyon_thous","Sciuridae","Mammalia",TRUE
"Cerradomys_andersoni","Cricetidae","Mammalia",FALSE
"Cerradomys_maracajuensis","Cricetidae","Mammalia",FALSE
"Cerradomys_marinhus","Cricetidae","Mammalia",FALSE
"Cerradomys_scotti","Cricetidae","Mammalia",FALSE
"Cerradomys_subflavus","Cricetidae","Mammalia",FALSE
"Cervus_elaphus","Sciuridae","Mammalia",TRUE
"Chaerephon_bregullae","Sciuridae","Mammalia",FALSE
"Chaetodipus_arenarius","Sciuridae","Mammalia",TRUE
"Chaetodipus_artus","Sciuridae","Mammalia",TRUE
"Chaetodipus_baileyi","Sciuridae","Mammalia",TRUE
"Chaetodipus_californicus","Sciuridae","Mammalia",TRUE
"Chaetodipus_dalquesti","Sciuridae","Mammalia",FALSE
"Chaetodipus_eremicus","Sciuridae","Mammalia",TRUE
"Chaetodipus_fallax","Sciuridae","Mammalia",TRUE
"Chaetodipus_formosus","Sciuridae","Mammalia",TRUE
"Chaetodipus_goldmani","Sciuridae","Mammalia",TRUE
"Chaetodipus_hispidus","Sciuridae","Mammalia",TRUE
"Chaetodipus_intermedius","Sciuridae","Mammalia",TRUE
"Chaetodipus_lineatus","Sciuridae","Mammalia",TRUE
"Chaetodipus_nelsoni","Sciuridae","Mammalia",TRUE
"Chaetodipus_penicillatus","Sciuridae","Mammalia",TRUE
"Chaetodipus_pernix","Sciuridae","Mammalia",TRUE
"Chaetodipus_rudinoris","Sciuridae","Mammalia",TRUE
"Chaetodipus_spinatus","Sciuridae","Mammalia",TRUE
"Chaetomys_subspinosus","Sciuridae","Mammalia",TRUE
"Chaetophractus_nationi","Sciuridae","Mammalia",TRUE
"Chaetophractus_vellerosus","Sciuridae","Mammalia",TRUE
"Chaetophractus_villosus","Sciuridae","Mammalia",TRUE
"Chelemys_delfini","Sciuridae","Mammalia",TRUE
"Chelemys_macronyx","Sciuridae","Mammalia",TRUE
"Chelemys_megalonyx","Sciuridae","Mammalia",TRUE
"Chilomys_instans","Sciuridae","Mammalia",TRUE
"Chilonatalus_micropus","Sciuridae","Mammalia",TRUE
"Chilonatalus_tumidifrons","Sciuridae","Mammalia",FALSE
"Chinchilla_chinchilla","Sciuridae","Mammalia",TRUE
"Chinchilla_lanigera","Sciuridae","Mammalia",TRUE
"Chiroderma_doriae","Sciuridae","Mammalia",TRUE
"Chiroderma_improvisum","Sciuridae","Mammalia",FALSE
"Chiroderma_salvini","Sciuridae","Mammalia",TRUE
"Chiroderma_trinitatum","Sciuridae","Mammalia",TRUE
"Chiroderma_villosum","Sciuridae","Mammalia",TRUE
"Chironectes_minimus","Sciuridae","Mammalia",TRUE
"Chiropotes_albinasus","Sciuridae","Mammalia",TRUE
"Chiropotes_chiropotes","Sciuridae","Mammalia",TRUE
"Chiropotes_satanas","Sciuridae","Mammalia",TRUE
"Chiropotes_utahickae","Sciuridae","Mammalia",TRUE
"Chlamyphorus_truncatus","Sciuridae","Mammalia",TRUE
"Choeroniscus_godmani","Sciuridae","Mammalia",TRUE
"Choeroniscus_minor","Geomyidae","Mammalia",TRUE
"Choeroniscus_periosus","Geomyidae","Mammalia",TRUE
"Choeronycteris_mexicana","Geomyidae","Mammalia",TRUE
"Choloepus_didactylus","Geomyidae","Mammalia",TRUE
"Choloepus_hoffmanni","Geomyidae","Mammalia",TRUE
"Chrotopterus_auritus","Geomyidae","Mammalia",TRUE
"Chrysocyon_brachyurus","Geomyidae","Mammalia",TRUE
"Clyomys_bishopi","Geomyidae","Mammalia",TRUE
"Clyomys_laticeps","Geomyidae","Mammalia",TRUE
"Coendou_bicolor","Geomyidae","Mammalia",TRUE
"Coendou_nycthemera","Geomyidae","Mammalia",TRUE
"Coendou_prehensilis","Geomyidae","Mammalia",TRUE
"Coendou_quichua","Erethizontidae","Mammalia",FALSE
"Coendou_rothschildi","Geomyidae","Mammalia",TRUE
"Coendou_sanctamartae","Erethizontidae","Mammalia",FALSE
"Condylura_cristata","Geomyidae","Mammalia",TRUE
"Conepatus_chinga","Geomyidae","Mammalia",TRUE
"Conepatus_humboldtii","Geomyidae","Mammalia",TRUE
"Conepatus_leuconotus","Geomyidae","Mammalia",TRUE
"Conepatus_semistriatus","Geomyidae","Mammalia",TRUE
"Cormura_brevirostris","Geomyidae","Mammalia",TRUE
"Corynorhinus_mexicanus","Geomyidae","Mammalia",TRUE
"Corynorhinus_rafinesquii","Geomyidae","Mammalia",FALSE
"Corynorhinus_townsendii","Geomyidae","Mammalia",TRUE
"Cratogeomys_castanops","Geomyidae","Mammalia",TRUE
"Cratogeomys_fulvescens","Geomyidae","Mammalia",FALSE
"Cratogeomys_fumosus","Geomyidae","Mammalia",TRUE
"Cratogeomys_goldmani","Geomyidae","Mammalia",TRUE
"Cratogeomys_merriami","Geomyidae","Mammalia",TRUE
"Cratogeomys_perotensis","Geomyidae","Mammalia",FALSE
"Cratogeomys_planiceps","Geomyidae","Mammalia",FALSE
"Cryptotis_alticola","Geomyidae","Mammalia",TRUE
"Cryptotis_brachyonyx","Geomyidae","Mammalia",TRUE
"Cryptotis_colombiana","Geomyidae","Mammalia",TRUE
"Cryptotis_endersi","Geomyidae","Mammalia",TRUE
"Cryptotis_equatoris","Geomyidae","Mammalia",TRUE
"Cryptotis_goldmani","Geomyidae","Mammalia",TRUE
"Cryptotis_goodwini","Geomyidae","Mammalia",TRUE
"Cryptotis_gracilis","Geomyidae","Mammalia",TRUE
"Cryptotis_griseoventris","Geomyidae","Mammalia",TRUE
"Cryptotis_hondurensis","Geomyidae","Mammalia",TRUE
"Cryptotis_magna","Castoridae","Mammalia",TRUE
"Cryptotis_mayensis","Heteromyidae","Mammalia",TRUE
"Cryptotis_medellinia","Heteromyidae","Mammalia",TRUE
"Cryptotis_mera","Heteromyidae","Mammalia",TRUE
"Cryptotis_meridensis","Heteromyidae","Mammalia",TRUE
"Cryptotis_merriami","Heteromyidae","Mammalia",TRUE
"Cryptotis_mexicana","Heteromyidae","Mammalia",TRUE
"Cryptotis_montivaga","Heteromyidae","Mammalia",TRUE
"Cryptotis_nelsoni","Heteromyidae","Mammalia",TRUE
"Cryptotis_nigrescens","Heteromyidae","Mammalia",TRUE
"Cryptotis_obscura","Heteromyidae","Mammalia",TRUE
"Cryptotis_orophila","Heteromyidae","Mammalia",TRUE
"Cryptotis_parva","Heteromyidae","Mammalia",TRUE
"Cryptotis_peregrina","Heteromyidae","Mammalia",TRUE
"Cryptotis_peruviensis","Heteromyidae","Mammalia",TRUE
"Cryptotis_phillipsii","Heteromyidae","Mammalia",TRUE
"Cryptotis_squamipes","Heteromyidae","Mammalia",TRUE
"Cryptotis_tamensis","Heteromyidae","Mammalia",TRUE
"Cryptotis_thomasi","Heteromyidae","Mammalia",TRUE
"Cryptotis_tropicalis","Heteromyidae","Mammalia",TRUE
"Ctenomys_argentinus","Heteromyidae","Mammalia",TRUE
"Ctenomys_australis","Heteromyidae","Mammalia",TRUE
"Ctenomys_azarae","Heteromyidae","Mammalia",TRUE
"Ctenomys_bergi","Heteromyidae","Mammalia",TRUE
"Ctenomys_boliviensis","Heteromyidae","Mammalia",TRUE
"Ctenomys_bonettoi","Heteromyidae","Mammalia",TRUE
"Ctenomys_brasiliensis","Heteromyidae","Mammalia",TRUE
"Ctenomys_budini","Heteromyidae","Mammalia",TRUE
"Ctenomys_colburni","Heteromyidae","Mammalia",TRUE
"Ctenomys_coludo","Heteromyidae","Mammalia",TRUE
"Ctenomys_conoveri","Heteromyidae","Mammalia",TRUE
"Ctenomys_coyhaiquensis","Heteromyidae","Mammalia",TRUE
"Ctenomys_dorbignyi","Heteromyidae","Mammalia",TRUE
"Ctenomys_dorsalis","Heteromyidae","Mammalia",TRUE
"Ctenomys_emilianus","Heteromyidae","Mammalia",TRUE
"Ctenomys_famosus","Heteromyidae","Mammalia",TRUE
"Ctenomys_flamarioni","Heteromyidae","Mammalia",TRUE
"Ctenomys_fochi","Heteromyidae","Mammalia",TRUE
"Ctenomys_fodax","Heteromyidae","Mammalia",TRUE
"Ctenomys_frater","Heteromyidae","Mammalia",TRUE
"Ctenomys_fulvus","Heteromyidae","Mammalia",TRUE
"Ctenomys_goodfellowi","Heteromyidae","Mammalia",TRUE
"Ctenomys_haigi","Heteromyidae","Mammalia",TRUE
"Ctenomys_johannis","Heteromyidae","Mammalia",TRUE
"Ctenomys_juris","Heteromyidae","Mammalia",TRUE
"Ctenomys_knighti","Heteromyidae","Mammalia",TRUE
"Ctenomys_lami","Heteromyidae","Mammalia",TRUE
"Ctenomys_latro","Heteromyidae","Mammalia",TRUE
"Ctenomys_leucodon","Heteromyidae","Mammalia",TRUE
"Ctenomys_lewisi","Heteromyidae","Mammalia",TRUE
"Ctenomys_magellanicus","Heteromyidae","Mammalia",TRUE
"Ctenomys_maulinus","Heteromyidae","Mammalia",TRUE
"Ctenomys_mendocinus","Heteromyidae","Mammalia",TRUE
"Ctenomys_minutus","Heteromyidae","Mammalia",TRUE
"Ctenomys_occultus","Heteromyidae","Mammalia",TRUE
"Ctenomys_opimus","Heteromyidae","Mammalia",TRUE
"Ctenomys_osvaldoreigi","Heteromyidae","Mammalia",TRUE
"Ctenomys_pearsoni","Heteromyidae","Mammalia",TRUE
"Ctenomys_perrensi","Heteromyidae","Mammalia",TRUE
"Ctenomys_peruanus","Heteromyidae","Mammalia",TRUE
"Ctenomys_pilarensis","Heteromyidae","Mammalia",TRUE
"Ctenomys_pontifex","Dipodidae","Mammalia",TRUE
"Ctenomys_porteousi","Dipodidae","Mammalia",TRUE
"Ctenomys_pundti","Dipodidae","Mammalia",TRUE
"Ctenomys_rionegrensis","Dipodidae","Mammalia",TRUE
"Ctenomys_roigi","Cricetidae","Mammalia",TRUE
"Ctenomys_saltarius","Cricetidae","Mammalia",TRUE
"Ctenomys_scagliai","Cricetidae","Mammalia",TRUE
"Ctenomys_sericeus","Cricetidae","Mammalia",TRUE
"Ctenomys_sociabilis","Cricetidae","Mammalia",TRUE
"Ctenomys_steinbachi","Cricetidae","Mammalia",TRUE
"Ctenomys_sylvanus","Cricetidae","Mammalia",TRUE
"Ctenomys_talarum","Cricetidae","Mammalia",TRUE
"Ctenomys_torquatus","Cricetidae","Mammalia",TRUE
"Ctenomys_tuconax","Cricetidae","Mammalia",TRUE
"Ctenomys_tucumanus","Cricetidae","Mammalia",TRUE
"Ctenomys_tulduco","Cricetidae","Mammalia",TRUE
"Ctenomys_validus","Cricetidae","Mammalia",TRUE
"Ctenomys_viperinus","Cricetidae","Mammalia",TRUE
"Ctenomys_yolandae","Cricetidae","Mammalia",TRUE
"Cuniculus_paca","Cricetidae","Mammalia",TRUE
"Cuniculus_taczanowskii","Cricetidae","Mammalia",TRUE
"Cyclopes_didactylus","Cricetidae","Mammalia",TRUE
"Cynomops_abrasus","Cricetidae","Mammalia",TRUE
"Cynomops_greenhalli","Cricetidae","Mammalia",TRUE
"Cynomops_mexicanus","Cricetidae","Mammalia",TRUE
"Cynomops_paranus","Cricetidae","Mammalia",TRUE
"Cynomops_planirostris","Cricetidae","Mammalia",TRUE
"Cynomys_gunnisoni","Cricetidae","Mammalia",TRUE
"Cynomys_leucurus","Cricetidae","Mammalia",TRUE
"Cynomys_ludovicianus","Cricetidae","Mammalia",TRUE
"Cynomys_mexicanus","Cricetidae","Mammalia",TRUE
"Cynomys_parvidens","Cricetidae","Mammalia",TRUE
"Cyttarops_alecto","Cricetidae","Mammalia",TRUE
"Dactylomys_boliviensis","Cricetidae","Mammalia",TRUE
"Dactylomys_dactylinus","Cricetidae","Mammalia",TRUE
"Dactylomys_peruanus","Cricetidae","Mammalia",TRUE
"Dasyprocta_azarae","Cricetidae","Mammalia",TRUE
"Dasyprocta_coibae","Cricetidae","Mammalia",TRUE
"Dasyprocta_cristata","Cricetidae","Mammalia",TRUE
