"species","family","class","included_in_analysis"
"Dasyprocta_fuliginosa","Cricetidae","Mammalia",TRUE
"Dasyprocta_guamara","Cricetidae","Mammalia",TRUE
"Dasyprocta_kalinowskii","Cricetidae","Mammalia",TRUE
"Dasyprocta_leporina","Cricetidae","Mammalia",TRUE
"Dasyprocta_mexicana","Cricetidae","Mammalia",TRUE
"Dasyprocta_prymnolopha","Cricetidae","Mammalia",TRUE
"Dasyprocta_punctata","Cricetidae","Mammalia",TRUE
"Dasyprocta_ruatanica","Cricetidae","Mammalia",TRUE
"Dasypus_hybridus","Cricetidae","Mammalia",TRUE
"Dasypus_kappleri","Cricetidae","Mammalia",TRUE
"Dasypus_novemcinctus","Cricetidae","Mammalia",TRUE
"Dasypus_pilosus","Cricetidae","Mammalia",TRUE
"Dasypus_sabanicola","Cricetidae","Mammalia",TRUE
"Dasypus_septemcinctus","Cricetidae","Mammalia",TRUE
"Dasypus_yepesi","Cricetidae","Mammalia",TRUE
"Delomys_collinus","Cricetidae","Mammalia",TRUE
"Delomys_dorsalis","Cricetidae","Mammalia",TRUE
"Delomys_sublineatus","Cricetidae","Mammalia",TRUE
"Deltamys_kempi","Cricetidae","Mammalia",TRUE
"Dermanura_glauca","Phyllostomidae","Mammalia",FALSE
"Dermanura_phaeotis","Phyllostomidae","Mammalia",FALSE
"Dermanura_rosenbergi","Phyllostomidae","Mammalia",FALSE
"Desmodus_rotundus","Cricetidae","Mammalia",TRUE
"Diaemus_youngi","Cricetidae","Mammalia",TRUE
"Diclidurus_albus","Cricetidae","Mammalia",TRUE
"Diclidurus_ingens","Cricetidae","Mammalia",TRUE
"Diclidurus_isabellus","Cricetidae","Mammalia",TRUE
"Diclidurus_scutatus","Cricetidae","Mammalia",TRUE
"Dicrostonyx_groenlandicus","Cricetidae","Mammalia",TRUE
"Dicrostonyx_hudsonius","Cricetidae","Mammalia",TRUE
"Dicrostonyx_nelsoni","Cricetidae","Mammalia",TRUE
"Dicrostonyx_nunatakensis","Cricetidae","Mammalia",TRUE
"Dicrostonyx_richardsoni","Cricetidae","Mammalia",TRUE
"Dicrostonyx_torquatus","Cricetidae","Mammalia",FALSE
"Dicrostonyx_unalascensis","Cricetidae","Mammalia",FALSE
"Dicrostonyx_vinogradovi","Cricetidae","Mammalia",FALSE
"Didelphis_albiventris","Cricetidae","Mammalia",TRUE
"Didelphis_aurita","Cricetidae","Mammalia",TRUE
"Didelphis_imperfecta","Cricetidae","Mammalia",TRUE
"Didelphis_marsupialis","Cricetidae","Mammalia",TRUE
"Didelphis_pernigra","Cricetidae","Mammalia",TRUE
"Didelphis_virginiana","Cricetidae","Mammalia",TRUE
"Dinomys_branickii","Cricetidae","Mammalia",TRUE
"Diphylla_ecaudata","Cricetidae","Mammalia",TRUE
"Dipodomys_agilis","Cricetidae","Mammalia",TRUE
"Dipodomys_californicus","Cricetidae","Mammalia",TRUE
"Dipodomys_compactus","Cricetidae","Mammalia",TRUE
"Dipodomys_deserti","Cricetidae","Mammalia",TRUE
"Dipodomys_elator","Cricetidae","Mammalia",TRUE
"Dipodomys_gravipes","Cricetidae","Mammalia",TRUE
"Dipodomys_heermanni","Cricetidae","Mammalia",TRUE
"Dipodomys_ingens","Cricetidae","Mammalia",TRUE
"Dipodomys_insularis","Heteromyidae","Mammalia",FALSE
"Dipodomys_margaritae","Heteromyidae","Mammalia",FALSE
"Dipodomys_merriami","Cricetidae","Mammalia",TRUE
"Dipodomys_microps","Cricetidae","Mammalia",TRUE
"Dipodomys_nelsoni","Cricetidae","Mammalia",TRUE
"Dipodomys_nitratoides","Cricetidae","Mammalia",TRUE
"Dipodomys_ordii","Cricetidae","Mammalia",TRUE
"Dipodomys_panamintinus","Cricetidae","Mammalia",TRUE
"Dipodomys_phillipsii","Cricetidae","Mammalia",TRUE
"Dipodomys_simulans","Cricetidae","Mammalia",TRUE
"Dipodomys_spectabilis","Cricetidae","Mammalia",TRUE
"Dipodomys_stephensi","Cricetidae","Mammalia",TRUE
"Dipodomys_venustus","Cricetidae","Mammalia",TRUE
"Dolichotis_patagonum","Cricetidae","Mammalia",TRUE
"Dolichotis_salinicola","Cricetidae","Mammalia",TRUE
"Dromiciops_gliroides","Cricetidae","Mammalia",TRUE
"Dusicyon_australis","Cricetidae","Mammalia",FALSE
"Echimys_chrysurus","Cricetidae","Mammalia",TRUE
"Echimys_saturnus","Cricetidae","Mammalia",TRUE
"Echimys_vieirai","Echimyidae","Mammalia",FALSE
"Ectophylla_alba","Cricetidae","Mammalia",TRUE
"Eira_barbara","Cricetidae","Mammalia",TRUE
"Eligmodontia_moreni","Cricetidae","Mammalia",TRUE
"Eligmodontia_morgani","Cricetidae","Mammalia",TRUE
"Eligmodontia_puerulus","Cricetidae","Mammalia",TRUE
"Eligmodontia_typus","Cricetidae","Mammalia",TRUE
"Emballonura_semicaudata","Cricetidae","Mammalia",FALSE
"Enchisthenes_hartii","Cricetidae","Mammalia",FALSE
"Eptesicus_andinus","Cricetidae","Mammalia",TRUE
"Eptesicus_brasiliensis","Cricetidae","Mammalia",TRUE
"Eptesicus_chiriquinus","Cricetidae","Mammalia",TRUE
"Eptesicus_diminutus","Cricetidae","Mammalia",TRUE
"Eptesicus_furinalis","Cricetidae","Mammalia",TRUE
"Eptesicus_fuscus","Cricetidae","Mammalia",TRUE
"Eptesicus_guadeloupensis","Cricetidae","Mammalia",FALSE
"Eptesicus_innoxius","Cricetidae","Mammalia",TRUE
"Eremoryzomys_polius","Cricetidae","Mammalia",FALSE
"Erethizon_dorsatum","Cricetidae","Mammalia",TRUE
"Erophylla_bombifrons","Cricetidae","Mammalia",TRUE
"Erophylla_sezekorni","Cricetidae","Mammalia",TRUE
"Euderma_maculatum","Cricetidae","Mammalia",TRUE
"Eumops_auripendulus","Cricetidae","Mammalia",TRUE
"Eumops_bonariensis","Cricetidae","Mammalia",TRUE
"Eumops_dabbenei","Cricetidae","Mammalia",TRUE
"Eumops_floridanus","Molossidae","Mammalia",FALSE
"Eumops_glaucinus","Cricetidae","Mammalia",TRUE
"Eumops_hansae","Cricetidae","Mammalia",TRUE
"Eumops_maurus","Cricetidae","Mammalia",TRUE
"Eumops_patagonicus","Cricetidae","Mammalia",TRUE
"Eumops_perotis","Cricetidae","Mammalia",TRUE
"Eumops_trumbulli","Cricetidae","Mammalia",TRUE
"Eumops_underwoodi","Cricetidae","Mammalia",TRUE
"Euneomys_chinchilloides","Cricetidae","Mammalia",TRUE
"Euneomys_fossor","Cricetidae","Mammalia",TRUE
"Euneomys_mordax","Cricetidae","Mammalia",TRUE
"Euneomys_petersoni","Cricetidae","Mammalia",TRUE
"Euphractus_sexcinctus","Cricetidae","Mammalia",TRUE
"Euryoryzomys_emmonsae","Cricetidae","Mammalia",FALSE
"Euryoryzomys_lamia","Cricetidae","Mammalia",FALSE
"Euryoryzomys_legatus","Cricetidae","Mammalia",FALSE
"Euryoryzomys_macconnelli","Cricetidae","Mammalia",FALSE
"Euryoryzomys_nitidus","Cricetidae","Mammalia",FALSE
"Euryoryzomys_russatus","Cricetidae","Mammalia",FALSE
"Euryzygomatomys_spinosus","Cricetidae","Mammalia",TRUE
"Furipterus_horrens","Cricetidae","Mammalia",TRUE
"Galea_flavidens","Cricetidae","Mammalia",TRUE
"Galea_monasteriensis","Caviidae","Mammalia",FALSE
"Galea_musteloides","Cricetidae","Mammalia",FALSE
"Galea_spixii","Cricetidae","Mammalia",TRUE
"Galictis_cuja","Cricetidae","Mammalia",TRUE
"Galictis_vittata","Cricetidae","Mammalia",TRUE
"Geomys_arenarius","Cricetidae","Mammalia",TRUE
"Geomys_attwateri","Cricetidae","Mammalia",TRUE
"Geomys_breviceps","Cricetidae","Mammalia",TRUE
"Geomys_bursarius","Cricetidae","Mammalia",TRUE
"Geomys_knoxjonesi","Cricetidae","Mammalia",TRUE
"Geomys_personatus","Cricetidae","Mammalia",TRUE
"Geomys_pinetis","Cricetidae","Mammalia",TRUE
"Geomys_texensis","Cricetidae","Mammalia",TRUE
"Geomys_tropicalis","Cricetidae","Mammalia",TRUE
"Geoxus_valdivianus","Cricetidae","Mammalia",TRUE
"Glaucomys_sabrinus","Cricetidae","Mammalia",TRUE
"Glaucomys_volans","Cricetidae","Mammalia",TRUE
"Glironia_venusta","Cricetidae","Mammalia",TRUE
"Glossophaga_commissarisi","Cricetidae","Mammalia",TRUE
"Glossophaga_leachii","Cricetidae","Mammalia",TRUE
"Glossophaga_longirostris","Cricetidae","Mammalia",TRUE
"Glossophaga_morenoi","Cricetidae","Mammalia",TRUE
"Glossophaga_soricina","Cricetidae","Mammalia",TRUE
"Glyphonycteris_behnii","Cricetidae","Mammalia",TRUE
"Glyphonycteris_daviesi","Cricetidae","Mammalia",TRUE
"Glyphonycteris_sylvestris","Cricetidae","Mammalia",TRUE
"Gracilinanus_aceramarcae","Cricetidae","Mammalia",TRUE
"Gracilinanus_agilis","Cricetidae","Mammalia",TRUE
"Gracilinanus_dryas","Cricetidae","Mammalia",TRUE
"Gracilinanus_emiliae","Cricetidae","Mammalia",TRUE
"Gracilinanus_marica","Cricetidae","Mammalia",TRUE
"Gracilinanus_microtarsus","Cricetidae","Mammalia",TRUE
"Graomys_centralis","Cricetidae","Mammalia",TRUE
"Graomys_domorum","Cricetidae","Mammalia",TRUE
"Graomys_edithae","Cricetidae","Mammalia",TRUE
"Graomys_griseoflavus","Cricetidae","Mammalia",TRUE
"Gulo_gulo","Cricetidae","Mammalia",TRUE
"Habromys_chinanteco","Cricetidae","Mammalia",TRUE
"Habromys_delicatulus","Cricetidae","Mammalia",TRUE
"Habromys_ixtlani","Cricetidae","Mammalia",TRUE
"Habromys_lepturus","Cricetidae","Mammalia",TRUE
"Habromys_lophurus","Cricetidae","Mammalia",TRUE
"Habromys_schmidlyi","Cricetidae","Mammalia",FALSE
"Habromys_simulatus","Cricetidae","Mammalia",TRUE
"Handleyomys_alfaroi","Cricetidae","Mammalia",FALSE
"Handleyomys_chapmani","Cricetidae","Mammalia",FALSE
"Handleyomys_fuscatus","Cricetidae","Mammalia",TRUE
"Handleyomys_intectus","Cricetidae","Mammalia",TRUE
"Handleyomys_melanotis","Cricetidae","Mammalia",FALSE
"Handleyomys_rhabdops","Cricetidae","Mammalia",FALSE
"Handleyomys_rostratus","Cricetidae","Mammalia",FALSE
"Handleyomys_saturatior","Cricetidae","Mammalia",FALSE
"Heteromys_anomalus","Cricetidae","Mammalia",TRUE
"Heteromys_australis","Cricetidae","Mammalia",TRUE
"Heteromys_desmarestianus","Cricetidae","Mammalia",TRUE
"Heteromys_gaumeri","Cricetidae","Mammalia",TRUE
"Heteromys_nelsoni","Cricetidae","Mammalia",TRUE
"Heteromys_oasicus","Cricetidae","Mammalia",TRUE
"Heteromys_oresterus","Cricetidae","Mammalia",TRUE
"Heteromys_teleus","Cricetidae","Mammalia",TRUE
"Hippocamelus_antisensis","Cricetidae","Mammalia",TRUE
"Hippocamelus_bisulcus","Cricetidae","Mammalia",TRUE
"Histiotus_alienus","Cricetidae","Mammalia",TRUE
"Histiotus_humboldti","Cricetidae","Mammalia",TRUE
"Histiotus_laephotis","Cricetidae","Mammalia",TRUE
"Histiotus_macrotus","Cricetidae","Mammalia",TRUE
"Histiotus_magellanicus","Cricetidae","Mammalia",TRUE
"Histiotus_montanus","Cricetidae","Mammalia",TRUE
"Histiotus_velatus","Cricetidae","Mammalia",TRUE
"Hodomys_alleni","Cricetidae","Mammalia",TRUE
"Holochilus_brasiliensis","Cricetidae","Mammalia",TRUE
"Holochilus_chacarius","Cricetidae","Mammalia",TRUE
"Holochilus_sciureus","Cricetidae","Mammalia",TRUE
"Hoplomys_gymnurus","Cricetidae","Mammalia",TRUE
"Hydrochoerus_hydrochaeris","Cricetidae","Mammalia",TRUE
"Hydrochoerus_isthmius","Cricetidae","Mammalia",TRUE
"Hylaeamys_acritus","Cricetidae","Mammalia",FALSE
"Hylaeamys_laticeps","Cricetidae","Mammalia",FALSE
"Hylaeamys_megacephalus","Cricetidae","Mammalia",FALSE
"Hylaeamys_oniscus","Cricetidae","Mammalia",FALSE
"Hylaeamys_perenensis","Cricetidae","Mammalia",FALSE
"Hylaeamys_tatei","Cricetidae","Mammalia",FALSE
"Hylaeamys_yunganus","Cricetidae","Mammalia",FALSE
"Hylonycteris_underwoodi","Cricetidae","Mammalia",TRUE
"Idionycteris_phyllotis","Cricetidae","Mammalia",TRUE
"Irenomys_tarsalis","Cricetidae","Mammalia",TRUE
"Isothrix_barbarabrownae","Echimyidae","Mammalia",FALSE
"Isothrix_bistriata","Cricetidae","Mammalia",TRUE
"Isothrix_negrensis","Cricetidae","Mammalia",TRUE
"Isothrix_pagurus","Cricetidae","Mammalia",TRUE
"Isothrix_sinnamariensis","Cricetidae","Mammalia",TRUE
"Isthmomys_flavidus","Cricetidae","Mammalia",TRUE
"Isthmomys_pirrensis","Cricetidae","Mammalia",TRUE
"Juliomys_pictipes","Cricetidae","Mammalia",TRUE
"Juliomys_rimofrons","Cricetidae","Mammalia",TRUE
"Kannabateomys_amblyonyx","Cricetidae","Mammalia",TRUE
"Kerodon_acrobata","Cricetidae","Mammalia",TRUE
"Kerodon_rupestris","Cricetidae","Mammalia",TRUE
"Kunsia_fronto","Cricetidae","Mammalia",TRUE
"Kunsia_tomentosus","Cricetidae","Mammalia",TRUE
"Lagidium_peruanum","Cricetidae","Mammalia",TRUE
"Lagidium_viscacia","Cricetidae","Mammalia",TRUE
"Lagidium_wolffsohni","Cricetidae","Mammalia",TRUE
"Lagostomus_maximus","Cricetidae","Mammalia",TRUE
"Lagothrix_cana","Cricetidae","Mammalia",TRUE
"Lagothrix_lagotricha","Cricetidae","Mammalia",TRUE
"Lagothrix_lugens","Cricetidae","Mammalia",TRUE
"Lagothrix_poeppigii","Cricetidae","Mammalia",TRUE
"Lama_guanicoe","Camelidae","Mammalia",FALSE
"Lampronycteris_brachyotis","Cricetidae","Mammalia",FALSE
"Lasionycteris_noctivagans","Cricetidae","Mammalia",TRUE
"Lasiurus_atratus","Cricetidae","Mammalia",TRUE
"Lasiurus_blossevillii","Cricetidae","Mammalia",TRUE
"Lasiurus_borealis","Cricetidae","Mammalia",TRUE
"Lasiurus_castaneus","Cricetidae","Mammalia",TRUE
"Lasiurus_cinereus","Cricetidae","Mammalia",TRUE
"Lasiurus_degelidus","Cricetidae","Mammalia",TRUE
"Lasiurus_ebenus","Cricetidae","Mammalia",TRUE
"Lasiurus_ega","Cricetidae","Mammalia",TRUE
"Lasiurus_egregius","Cricetidae","Mammalia",TRUE
"Lasiurus_insularis","Cricetidae","Mammalia",TRUE
"Lasiurus_intermedius","Cricetidae","Mammalia",TRUE
"Lasiurus_minor","Cricetidae","Mammalia",TRUE
"Lasiurus_pfeifferi","Cricetidae","Mammalia",TRUE
"Lasiurus_seminolus","Cricetidae","Mammalia",TRUE
"Lasiurus_varius","Cricetidae","Mammalia",TRUE
"Lasiurus_xanthinus","Cricetidae","Mammalia",TRUE
"Lemmiscus_curtatus","Cricetidae","Mammalia",TRUE
"Lemmus_portenkoi","Cricetidae","Mammalia",FALSE
"Lemmus_sibiricus","Cricetidae","Mammalia",FALSE
"Lemmus_trimucronatus","Cricetidae","Mammalia",TRUE
"Lenoxus_apicalis","Cricetidae","Mammalia",TRUE
"Leontopithecus_caissara","Cricetidae","Mammalia",TRUE
"Leontopithecus_chrysomelas","Cricetidae","Mammalia",TRUE
"Leontopithecus_chrysopygus","Cricetidae","Mammalia",TRUE
"Leontopithecus_rosalia","Cricetidae","Mammalia",TRUE
"Leopardus_colocolo","Cricetidae","Mammalia",TRUE
"Leopardus_geoffroyi","Cricetidae","Mammalia",TRUE
"Leopardus_guigna","Cricetidae","Mammalia",TRUE
"Leopardus_jacobita","Felidae","Mammalia",FALSE
"Leopardus_pardalis","Cricetidae","Mammalia",TRUE
"Leopardus_tigrinus","Cricetidae","Mammalia",TRUE
"Leopardus_wiedii","Cricetidae","Mammalia",TRUE
"Leptonycteris_curasoae","Cricetidae","Mammalia",TRUE
"Leptonycteris_nivalis","Cricetidae","Mammalia",TRUE
"Leptonycteris_yerbabuenae","Cricetidae","Mammalia",TRUE
"Lepus_alleni","Cricetidae","Mammalia",TRUE
"Lepus_americanus","Cricetidae","Mammalia",TRUE
"Lepus_arcticus","Cricetidae","Mammalia",TRUE
"Lepus_californicus","Cricetidae","Mammalia",TRUE
"Lepus_callotis","Cricetidae","Mammalia",TRUE
"Lepus_flavigularis","Cricetidae","Mammalia",TRUE
"Lepus_insularis","Cricetidae","Mammalia",TRUE
"Lepus_othus","Cricetidae","Mammalia",TRUE
"Lepus_timidus","Cricetidae","Mammalia",FALSE
"Lepus_townsendii","Cricetidae","Mammalia",TRUE
"Lestodelphys_halli","Cricetidae","Mammalia",TRUE
"Lestoros_inca","Cricetidae","Mammalia",TRUE
"Lichonycteris_obscura","Cricetidae","Mammalia",TRUE
"Liomys_adspersus","Cricetidae","Mammalia",TRUE
"Liomys_irroratus","Cricetidae","Mammalia",TRUE
"Liomys_pictus","Cricetidae","Mammalia",TRUE
"Liomys_salvini","Cricetidae","Mammalia",TRUE
"Liomys_spectabilis","Cricetidae","Mammalia",TRUE
"Lionycteris_spurrelli","Cricetidae","Mammalia",TRUE
"Lonchophylla_bokermanni","Cricetidae","Mammalia",TRUE
"Lonchophylla_chocoana","Phyllostomidae","Mammalia",FALSE
"Lonchophylla_concava","Phyllostomidae","Mammalia",FALSE
"Lonchophylla_dekeyseri","Cricetidae","Mammalia",TRUE
"Lonchophylla_handleyi","Cricetidae","Mammalia",TRUE
"Lonchophylla_hesperia","Cricetidae","Mammalia",TRUE
"Lonchophylla_mordax","Cricetidae","Mammalia",TRUE
"Lonchophylla_orcesi","Phyllostomidae","Mammalia",FALSE
"Lonchophylla_robusta","Cricetidae","Mammalia",TRUE
"Lonchophylla_thomasi","Cricetidae","Mammalia",TRUE
"Lonchorhina_aurita","Cricetidae","Mammalia",TRUE
"Lonchorhina_fernandezi","Cricetidae","Mammalia",TRUE
"Lonchorhina_inusitata","Cricetidae","Mammalia",TRUE
"Lonchorhina_marinkellei","Cricetidae","Mammalia",TRUE
"Lonchorhina_orinocensis","Cricetidae","Mammalia",TRUE
"Lonchothrix_emiliae","Cricetidae","Mammalia",TRUE
"Lontra_canadensis","Cricetidae","Mammalia",TRUE
"Lontra_felina","Cricetidae","Mammalia",TRUE
"Lontra_longicaudis","Cricetidae","Mammalia",TRUE
"Lontra_provocax","Cricetidae","Mammalia",TRUE
"Lophostoma_aequatorialis","Phyllostomidae","Mammalia",FALSE
"Lophostoma_brasiliense","Cricetidae","Mammalia",TRUE
"Lophostoma_carrikeri","Cricetidae","Mammalia",TRUE
"Lophostoma_evotis","Cricetidae","Mammalia",TRUE
"Lophostoma_schulzi","Cricetidae","Mammalia",TRUE
"Lophostoma_silvicolum","Cricetidae","Mammalia",TRUE
"Lophostoma_yasuni","Phyllostomidae","Mammalia",FALSE
"Loxodontomys_micropus","Cricetidae","Mammalia",FALSE
"Lundomys_molitor","Cricetidae","Mammalia",TRUE
"Lutreolina_crassicaudata","Cricetidae","Mammalia",TRUE
"Lyncodon_patagonicus","Cricetidae","Mammalia",TRUE
"Lynx_canadensis","Cricetidae","Mammalia",TRUE
"Lynx_rufus","Cricetidae","Mammalia",TRUE
"Macrophyllum_macrophyllum","Cricetidae","Mammalia",TRUE
"Macrotus_californicus","Cricetidae","Mammalia",TRUE
"Macrotus_waterhousii","Cricetidae","Mammalia",TRUE
"Makalata_didelphoides","Cricetidae","Mammalia",TRUE
"Makalata_macrura","Cricetidae","Mammalia",TRUE
"Makalata_rhipidura","Cricetidae","Mammalia",TRUE
"Marmosa_alstoni","Didelphidae","Mammalia",FALSE
"Marmosa_andersoni","Cricetidae","Mammalia",TRUE
"Marmosa_constantiae","Didelphidae","Mammalia",FALSE
"Marmosa_demerarae","Didelphidae","Mammalia",FALSE
"Marmosa_mexicana","Cricetidae","Mammalia",TRUE
"Marmosa_murina","Cricetidae","Mammalia",TRUE
"Marmosa_paraguayanus","Didelphidae","Mammalia",FALSE
"Marmosa_phaea","Didelphidae","Mammalia",FALSE
"Marmosa_quichua","Cricetidae","Mammalia",TRUE
"Marmosa_regina","Didelphidae","Mammalia",FALSE
"Marmosa_robinsoni","Cricetidae","Mammalia",TRUE
"Marmosa_rubra","Cricetidae","Mammalia",TRUE
"Marmosa_tyleriana","Cricetidae","Mammalia",TRUE
"Marmosa_xerophila","Cricetidae","Mammalia",TRUE
"Marmosops_bishopi","Cricetidae","Mammalia",TRUE
"Marmosops_cracens","Cricetidae","Mammalia",TRUE
"Marmosops_creightoni","Didelphidae","Mammalia",FALSE
"Marmosops_fuscatus","Cricetidae","Mammalia",TRUE
"Marmosops_handleyi","Cricetidae","Mammalia",TRUE
"Marmosops_impavidus","Cricetidae","Mammalia",TRUE
"Marmosops_incanus","Cricetidae","Mammalia",TRUE
"Marmosops_invictus","Cricetidae","Mammalia",TRUE
"Marmosops_juninensis","Cricetidae","Mammalia",TRUE
"Marmosops_neblina","Cricetidae","Mammalia",TRUE
"Marmosops_noctivagus","Cricetidae","Mammalia",TRUE
"Marmosops_ocellatus","Didelphidae","Mammalia",FALSE
"Marmosops_parvidens","Cricetidae","Mammalia",TRUE
"Marmosops_paulensis","Cricetidae","Mammalia",TRUE
"Marmosops_pinheiroi","Cricetidae","Mammalia",TRUE
"Marmota_broweri","Cricetidae","Mammalia",TRUE
"Marmota_caligata","Cricetidae","Mammalia",TRUE
"Marmota_flaviventris","Cricetidae","Mammalia",TRUE
"Marmota_monax","Cricetidae","Mammalia",TRUE
"Marmota_olympus","Cricetidae","Mammalia",TRUE
"Marmota_vancouverensis","Cricetidae","Mammalia",TRUE
"Martes_americana","Cricetidae","Mammalia",TRUE
"Martes_pennanti","Cricetidae","Mammalia",TRUE
"Mazama_americana","Cricetidae","Mammalia",TRUE
"Mazama_bororo","Cricetidae","Mammalia",TRUE
"Mazama_bricenii","Cricetidae","Mammalia",TRUE
"Mazama_chunyi","Cricetidae","Mammalia",TRUE
"Mazama_nana","Cricetidae","Mammalia",TRUE
"Mazama_nemorivaga","Cervidae","Mammalia",FALSE
"Mazama_pandora","Cricetidae","Mammalia",TRUE
"Mazama_rufina","Cricetidae","Mammalia",TRUE
"Mazama_temama","Cricetidae","Mammalia",TRUE
"Megadontomys_cryophilus","Cricetidae","Mammalia",TRUE
"Megadontomys_nelsoni","Cricetidae","Mammalia",TRUE
"Megadontomys_thomasi","Cricetidae","Mammalia",TRUE
"Megasorex_gigas","Cricetidae","Mammalia",TRUE
"Melanomys_caliginosus","Cricetidae","Mammalia",TRUE
"Melanomys_robustulus","Cricetidae","Mammalia",TRUE
"Melanomys_zunigae","Cricetidae","Mammalia",TRUE
"Mephitis_macroura","Cricetidae","Mammalia",TRUE
"Mephitis_mephitis","Cricetidae","Mammalia",TRUE
"Mesomys_hispidus","Cricetidae","Mammalia",TRUE
"Mesomys_leniceps","Cricetidae","Mammalia",TRUE
"Mesomys_occultus","Cricetidae","Mammalia",TRUE
"Mesomys_stimulax","Cricetidae","Mammalia",TRUE
"Mesophylla_macconnelli","Cricetidae","Mammalia",TRUE
"Metachirus_nudicaudatus","Cricetidae","Mammalia",TRUE
"Mico_leucippe","Callitrichidae","Mammalia",FALSE
"Mico_saterei","Callitrichidae","Mammalia",FALSE
"Microcavia_australis","Cricetidae","Mammalia",TRUE
"Microcavia_niata","Cricetidae","Mammalia",TRUE
"Microcavia_shiptoni","Cricetidae","Mammalia",TRUE
"Microdipodops_megacephalus","Cricetidae","Mammalia",TRUE
"Microdipodops_pallidus","Cricetidae","Mammalia",TRUE
"Micronycteris_brosseti","Cricetidae","Mammalia",TRUE
"Micronycteris_hirsuta","Cricetidae","Mammalia",TRUE
"Micronycteris_matses","Cricetidae","Mammalia",TRUE
"Micronycteris_megalotis","Cricetidae","Mammalia",TRUE
"Micronycteris_microtis","Cricetidae","Mammalia",TRUE
"Micronycteris_minuta","Cricetidae","Mammalia",TRUE
"Micronycteris_sanborni","Cricetidae","Mammalia",TRUE
"Micronycteris_schmidtorum","Cricetidae","Mammalia",TRUE
"Microryzomys_minutus","Cricetidae","Mammalia",TRUE
"Microsciurus_alfari","Cricetidae","Mammalia",TRUE
"Microsciurus_flaviventer","Cricetidae","Mammalia",TRUE
"Microsciurus_mimulus","Cricetidae","Mammalia",TRUE
"Microsciurus_santanderensis","Cricetidae","Mammalia",TRUE
"Microtus_abbreviatus","Cricetidae","Mammalia",FALSE
"Microtus_breweri","Cricetidae","Mammalia",TRUE
"Microtus_californicus","Cricetidae","Mammalia",TRUE
"Microtus_canicaudus","Cricetidae","Mammalia",TRUE
"Microtus_chrotorrhinus","Cricetidae","Mammalia",TRUE
"Microtus_guatemalensis","Cricetidae","Mammalia",TRUE
"Microtus_longicaudus","Cricetidae","Mammalia",TRUE
"Microtus_mexicanus","Cricetidae","Mammalia",TRUE
"Microtus_miurus","Cricetidae","Mammalia",TRUE
"Microtus_montanus","Cricetidae","Mammalia",TRUE
"Microtus_oaxacensis","Cricetidae","Mammalia",TRUE
"Microtus_ochrogaster","Cricetidae","Mammalia",TRUE
"Microtus_oeconomus","Cricetidae","Mammalia",TRUE
"Microtus_oregoni","Cricetidae","Mammalia",TRUE
"Microtus_pennsylvanicus","Cricetidae","Mammalia",TRUE
"Microtus_pinetorum","Cricetidae","Mammalia",TRUE
"Microtus_quasiater","Cricetidae","Mammalia",TRUE
"Microtus_richardsoni","Cricetidae","Mammalia",TRUE
"Microtus_townsendii","Cricetidae","Mammalia",TRUE
"Microtus_umbrosus","Cricetidae","Mammalia",TRUE
"Microtus_xanthognathus","Cricetidae","Mammalia",TRUE
"Mimon_bennettii","Cricetidae","Mammalia",TRUE
"Mimon_cozumelae","Cricetidae","Mammalia",TRUE
"Mimon_crenulatum","Cricetidae","Mammalia",TRUE
"Mimon_koepckeae","Cricetidae","Mammalia",TRUE
"Mindomys_hammondi","Cricetidae","Mammalia",FALSE
"Mirimiri_acrodonta","Phyllostomidae","Mammalia",FALSE
"Molossops_aequatorianus","Cricetidae","Mammalia",TRUE
"Molossops_mattogrossensis","Cricetidae","Mammalia",TRUE
"Molossops_neglectus","Cricetidae","Mammalia",TRUE
"Molossops_temminckii","Cricetidae","Mammalia",TRUE
"Molossus_aztecus","Cricetidae","Mammalia",TRUE
"Molossus_barnesi","Cricetidae","Mammalia",TRUE
"Molossus_coibensis","Cricetidae","Mammalia",TRUE
